id,trial,AgeGroup,AgeGroup_Split,age_yr,age_mo,age_mo_center,question_cond,quality_cond,exposure_cond,n_attempts_color,n_attempts_head,n_attempts_legs,exp_answer_response,exp_answer_correct,trial_index,trial_type,hint_a,hint_b,hint_c,r_shape,r_legs,b_shape,b_legs,p_shape,p_legs,question,question_standard,question_program,question_abstracted_idealized,notes,EIG,entropy,match_head,match_legs,target_match,target_sim_standard,target_dist,same_as_last,sim_to_last_standard,dist_to_last,prev_trial_indices_reuse,prev_trial_indices_remixing
22,2,Adults,Adults,NA,NA,NA,legs,good,exposure,3,3,3,3,3,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,How many legs combined do the monsters have?,How many legs do all the monsters have combined together?,(++ (map (lambda x0 (legs x0)) (set b r p))),(++ (map (lambda x0 (legs x0)) (set b r p))),NA,2.5259686330010953,6.754887502163456,0,1,1,1,0,0,0.6724658012390137,3,nonbest_legs,nonbest_legs
22,3,Adults,Adults,NA,NA,NA,legs,good,exposure,3,3,3,3,3,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,does the red monsters have a square head,Does the red monster have a square head?,(== (shape r) Square),(== (shape c) s),NA,1,2,0,0,0,0.5253543257713318,10,0,0.806182861328125,9,"nonbest_legs,best_legs","nonbest_legs,best_legs"
22,4,Adults,Adults,NA,NA,NA,legs,good,exposure,3,3,3,3,3,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,how many legs does the purple monster have?,How many legs does the purple monster have?,(legs p),(legs c),NA,1.584962500721156,1.584962500721156,0,0,0,0.7946264743804932,9,0,0.7946264743804932,3,"nonbest_legs,best_legs,zero_legs","nonbest_legs,best_legs,zero_legs"
24,1,Adults,Adults,NA,NA,NA,heads,good,baseline,3,2,3,NA,NA,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,Are their heads the same,Do all the monsters have the same head shape?,(=== (map (lambda x0 (shape x0)) (set b r p))),(=== (map (lambda x0 (shape x0)) (set b r p))),NA,0.9999999999999994,5.75488750216347,0,0,0,0.7841249704360962,3,NA,NA,NA,NA,NA
24,2,Adults,Adults,NA,NA,NA,heads,good,baseline,3,2,3,NA,NA,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Do they have different legs,NA,NA,NA,ambiguous,NA,3.169925001442312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,3,Adults,Adults,NA,NA,NA,heads,good,baseline,3,2,3,NA,NA,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,is the head square,Does the red monster have a square head?,(== (shape r) Square),(== (shape c) s),NA,1,1,0,0,0,0.806182861328125,9,0,0.7256132960319519,9,nonbest_heads,nonbest_heads
24,4,Adults,Adults,NA,NA,NA,heads,good,baseline,3,2,3,NA,NA,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Are their heads all the same?,Do all the monsters have the same head shape?,(=== (map (lambda x0 (shape x0)) (set b r p))),(=== (map (lambda x0 (shape x0)) (set b r p))),NA,0.8112781244591336,6.1699250014423175,0,0,0,0.7841249704360962,3,1,0.7256132960319519,9,"nonbest_heads,overcomplex_heads",overcomplex_heads
25,1,Adults,Adults,NA,NA,NA,heads,bad,exposure,3,3,4,2,2,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,what color is the monster,NA,NA,NA,invalid,NA,5.75488750216347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,2,Adults,Adults,NA,NA,NA,heads,bad,exposure,3,3,4,2,2,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,what shape is the monsters head,NA,NA,NA,ambiguous,NA,3.169925001442312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,3,Adults,Adults,NA,NA,NA,heads,bad,exposure,3,3,4,2,2,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,what shape is the monsters head,What shape is the red monster's head?,(shape r),(shape c),NA,1,1,0,0,0,0.7074099779129028,11,NA,NA,NA,NA,NA
25,4,Adults,Adults,NA,NA,NA,heads,bad,exposure,3,3,4,2,2,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,how many legs does the monster have,NA,NA,NA,ambiguous,NA,6.1699250014423175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,1,Adults,Adults,NA,NA,NA,legs,bad,exposure,3,2,3,6,6,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,How many monsters have circle heads?,How many monsters have a circle head?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1.5,2,1,0,0,0.6518522500991821,3,NA,NA,NA,NA,NA
26,2,Adults,Adults,NA,NA,NA,legs,bad,exposure,3,2,3,6,6,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,How many monsters have square heads?,How many monsters have a square head?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1.811278124459133,4.584962500721156,1,0,0,0.6724658012390137,3,1,NA,NA,zero_legs,
26,3,Adults,Adults,NA,NA,NA,legs,bad,exposure,3,2,3,6,6,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,How many legs does the purple monster have?,How many legs does the purple monster have?,(legs p),(legs c),NA,1.584962500721156,1.584962500721156,0,0,0,0.7946264743804932,9,0,0.6266854405403137,11,"zero_legs,nonbest_legs","zero_legs,nonbest_legs"
26,4,Adults,Adults,NA,NA,NA,legs,bad,exposure,3,2,3,6,6,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,How many circle head monsters are there?,How many monsters have a circle head?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1.4999999999999998,6.754887502163456,1,0,0,0.6518522500991821,3,1,0.6032723188400269,11,"zero_legs,nonbest_legs,overcomplex_legs",overcomplex_legs
27,1,Adults,Adults,NA,NA,NA,heads,good,baseline,3,2,3,NA,NA,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Does the blue and purple monster have more than one leg?,Do the blue monster and the purple monster both have more than one leg?,(and (> (legs b) 1) (> (legs p) 1)),(and (> (legs c) n) (> (legs c) n)),NA,0.9910760598382222,3.169925001442312,0,0,0,0.49609851837158203,12,NA,NA,NA,NA,NA
27,2,Adults,Adults,NA,NA,NA,heads,good,baseline,3,2,3,NA,NA,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Do all monsters have same shape head?,Do all the monsters have the same head shape?,(=== (map (lambda x0 (shape x0)) (set b r p))),(=== (map (lambda x0 (shape x0)) (set b r p))),NA,0.8112781244591336,6.1699250014423175,0,0,0,0.7841249704360962,3,0,0.5386289358139038,11,zero_heads,zero_heads
27,3,Adults,Adults,NA,NA,NA,heads,good,baseline,3,2,3,NA,NA,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,Does each monster have less than 3 legs?,Do all the monsters have less than three legs?,(all (map (lambda x0 (< (legs x0) 3)) (set b r p))),(all (map (lambda x0 (< (legs x0) n)) (set b r p))),NA,0.8767162889994637,5.75488750216347,0,0,0,0.6704914569854736,4,0,0.7719272971153259,4,"zero_heads,best_heads","zero_heads,best_heads"
27,4,Adults,Adults,NA,NA,NA,heads,good,baseline,3,2,3,NA,NA,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Does the red monster have a circle head?,Does the red monster have a circle head?,(== (shape r) Circle),(== (shape c) s),NA,1,1,0,0,0,0.674372673034668,9,0,0.7066839933395386,8,"zero_heads,best_heads,nonbest_heads","zero_heads,best_heads,nonbest_heads"
28,1,Adults,Adults,NA,NA,NA,legs,good,exposure,3,2,3,3,3,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,does the red monster have square head?,Does the red monster have a square head?,(== (shape r) Square),(== (shape c) s),NA,1,2,0,0,0,0.5253543257713318,10,NA,NA,NA,NA,NA
28,2,Adults,Adults,NA,NA,NA,legs,good,exposure,3,2,3,3,3,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,how many monsters have a square head?,How many monsters have a square head?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1.811278124459133,4.584962500721156,1,0,0,0.6724658012390137,3,0,0.806182861328125,9,zero_legs,zero_legs
28,3,Adults,Adults,NA,NA,NA,legs,good,exposure,3,2,3,3,3,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,how many legs does the purple monster have?,How many legs does the purple monster have?,(legs p),(legs c),NA,1.584962500721156,1.584962500721156,0,0,0,0.7946264743804932,9,0,0.6266854405403137,3,"zero_legs,nonbest_legs","zero_legs,nonbest_legs"
28,4,Adults,Adults,NA,NA,NA,legs,good,exposure,3,2,3,3,3,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,how many total legs are there?,How many legs do all the monsters have combined together?,(++ (map (lambda x0 (legs x0)) (set b r p))),(++ (map (lambda x0 (legs x0)) (set b r p))),NA,2.5259686330010953,6.754887502163456,0,1,1,1,0,0,0.7946264743804932,3,"zero_legs,nonbest_legs,overcomplex_legs","zero_legs,nonbest_legs,overcomplex_legs"
29,1,Adults,Adults,NA,NA,NA,heads,bad,exposure,3,2,3,2,2,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,does the red monster have a square head?,Does the red monster have a square head?,(== (shape r) Square),(== (shape c) s),NA,1,1,0,0,0,0.806182861328125,9,NA,NA,NA,NA,NA
29,2,Adults,Adults,NA,NA,NA,heads,bad,exposure,3,2,3,2,2,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,do all the monsters have one leg?,Do all the monsters have one leg?,(all (map (lambda x0 (== (legs x0) 1)) (set b r p))),(all (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,0.5032583347756454,3.169925001442312,0,0,0,0.6173698902130127,3,0,0.5599706172943115,11,overcomplex_heads,overcomplex_heads
29,3,Adults,Adults,NA,NA,NA,heads,bad,exposure,3,2,3,2,2,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,how many of the monsters have two legs?,How many monsters have two legs?,(++ (map (lambda x0 (== (legs x0) 2)) (set b r p))),(++ (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,1.6982458350160314,5.75488750216347,0,0,0,0.7383034825325012,2,0,0.8857512474060059,1,"overcomplex_heads,zero_heads","overcomplex_heads,zero_heads"
29,4,Adults,Adults,NA,NA,NA,heads,bad,exposure,3,2,3,2,2,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,how many of the monsters have square heads?,How many monsters have a square head?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1.811278124459133,6.1699250014423175,1,0,1,1,0,0,0.806182861328125,2,"overcomplex_heads,zero_heads,nonbest_heads","overcomplex_heads,zero_heads,nonbest_heads"
30,1,Adults,Adults,NA,NA,NA,heads,good,exposure,3,2,3,3,3,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,What shape is the red monster's head?,What shape is the red monster's head?,(shape r),(shape c),NA,1,1,0,0,0,0.7074099779129028,11,NA,NA,NA,NA,NA
30,2,Adults,Adults,NA,NA,NA,heads,good,exposure,3,2,3,3,3,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,How many monsters have three legs?,How many monsters have three legs?,(++ (map (lambda x0 (== (legs x0) 3)) (set b r p))),(++ (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,1.3921472236645345,3.169925001442312,0,0,0,0.7185002565383911,2,0,0.5512861013412476,11,overcomplex_heads,overcomplex_heads
30,3,Adults,Adults,NA,NA,NA,heads,good,exposure,3,2,3,3,3,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,How many legs total do the three monsters have?,How many legs do all the monsters have combined together?,(++ (map (lambda x0 (legs x0)) (set b r p))),(++ (map (lambda x0 (legs x0)) (set b r p))),NA,2.525968633001098,5.75488750216347,0,1,0,0.6724658012390137,3,0,0.884610652923584,2,"overcomplex_heads,zero_heads","overcomplex_heads,zero_heads"
30,4,Adults,Adults,NA,NA,NA,heads,good,exposure,3,2,3,3,3,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,How many monsters have one leg and a square head?,How many monsters have one leg and a square head?,(++ (map (lambda x0 (and (== (legs x0) 1) (== (shape x0) Square))) (set b r p))),(++ (map (lambda x0 (and (== (legs x0) n) (== (shape x0) s))) (set b r p))),NA,1.5355491939082535,6.1699250014423175,0,0,0,0.907856822013855,5,0,0.878395676612854,5,"overcomplex_heads,zero_heads,nonbest_heads","overcomplex_heads,zero_heads,nonbest_heads"
32,1,Adults,Adults,NA,NA,NA,legs,good,baseline,3,2,3,NA,NA,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,do they all have the same head,Do all the monsters have the same head shape?,(=== (map (lambda x0 (shape x0)) (set b r p))),(=== (map (lambda x0 (shape x0)) (set b r p))),NA,0.8112781244591328,2,0,0,0,0.5870043039321899,2,NA,NA,NA,NA,NA
32,2,Adults,Adults,NA,NA,NA,legs,good,baseline,3,2,3,NA,NA,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,how many have circle heads,How many monsters have a circle head?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1.811278124459133,4.584962500721156,1,0,0,0.6518522500991821,3,0,0.7607579231262207,3,zero_legs,zero_legs
32,3,Adults,Adults,NA,NA,NA,legs,good,baseline,3,2,3,NA,NA,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,do they all have three legs,Do all the monsters have three legs?,(all (map (lambda x0 (== (legs x0) 3)) (set b r p))),(all (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,0.9182958340544896,1.584962500721156,0,0,0,0.8613627552986145,3,0,0.6581110954284668,3,"zero_legs,nonbest_legs","zero_legs,nonbest_legs"
32,4,Adults,Adults,NA,NA,NA,legs,good,baseline,3,2,3,NA,NA,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,how many different numbers of legs do they have,How many different numbers of legs do the monsters have?,(setSize (unique (map (lambda x0 (legs x0)) (set b r p)))),(setSize (unique (map (lambda x0 (legs x0)) (set b r p)))),NA,1.2243944454059856,6.754887502163456,0,0,0,0.8780646324157715,2,0,0.8272718191146851,3,"zero_legs,nonbest_legs,overcomplex_legs","zero_legs,nonbest_legs,overcomplex_legs"
33,1,Adults,Adults,NA,NA,NA,heads,good,exposure,3,2,3,3,3,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,How many monsters have more than one leg?,How many monsters have more than one leg?,(++ (map (lambda x0 (> (legs x0) 1)) (set b r p))),(++ (map (lambda x0 (> (legs x0) n)) (set b r p))),NA,1.3921472236645345,3.169925001442312,0,0,0,0.6938582062721252,3,NA,NA,NA,NA,NA
33,2,Adults,Adults,NA,NA,NA,heads,good,exposure,3,2,3,3,3,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Does the red monster have a square head?,Does the red monster have a square head?,(== (shape r) Square),(== (shape c) s),NA,1,1,0,0,0,0.806182861328125,9,0,0.5268640518188477,12,zero_heads,zero_heads
33,3,Adults,Adults,NA,NA,NA,heads,good,exposure,3,2,3,3,3,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,How many monsters have a circle head?,How many monsters have a circle head?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1.811278124459133,6.1699250014423175,1,0,1,0.8565942645072937,0,0,0.6878097057342529,3,"zero_heads,overcomplex_heads","zero_heads,overcomplex_heads"
33,4,Adults,Adults,NA,NA,NA,heads,good,exposure,3,2,3,3,3,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,How many legs does the blue monster have?,How many legs does the blue monster have?,(legs b),(legs c),NA,1.584962500721156,5.75488750216347,0,0,0,0.6293059587478638,11,0,0.809651792049408,3,"zero_heads,overcomplex_heads,best_heads","zero_heads,overcomplex_heads,best_heads"
34,1,Adults,Adults,NA,NA,NA,heads,bad,baseline,3,2,3,NA,NA,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Do the blue and purple monsters have the same number of legs?,Does the blue monster have the same number of legs as the purple monster?,(== (legs b) (legs p)),(== (legs c) (legs c)),NA,0.9182958340544896,3.169925001442312,0,0,0,0.5643495321273804,11,NA,NA,NA,NA,NA
34,2,Adults,Adults,NA,NA,NA,heads,bad,baseline,3,2,3,NA,NA,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Does the red monster have a square head?,Does the red monster have a square head?,(== (shape r) Square),(== (shape c) s),NA,1,1,0,0,0,0.806182861328125,9,0,0.6103453636169434,3,zero_heads,zero_heads
34,3,Adults,Adults,NA,NA,NA,heads,bad,baseline,3,2,3,NA,NA,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Does the purple monster have the same number of legs as the blue and red monster?,Do all the monsters have the same number of legs?,(=== (map (lambda x0 (legs x0)) (set b r p))),(=== (map (lambda x0 (legs x0)) (set b r p))),NA,0.5032583347756472,6.1699250014423175,0,0,0,0.6630567908287048,4,0,0.8214725852012634,8,"zero_heads,overcomplex_heads","zero_heads,overcomplex_heads"
34,4,Adults,Adults,NA,NA,NA,heads,bad,baseline,3,2,3,NA,NA,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,Do any of the monsters have the same number of legs?,Do any of the monsters have the same number of legs?,(< (setSize (unique (map (lambda x0 (legs x0)) (set b r p)))) 3),(< (setSize (unique (map (lambda x0 (legs x0)) (set b r p)))) n),rewrite,0.7642045065086203,5.75488750216347,0,0,0,0.6703599691390991,7,0,0.9826961159706116,4,"zero_heads,overcomplex_heads,best_heads","zero_heads,overcomplex_heads,best_heads"
35,1,Adults,Adults,NA,NA,NA,legs,bad,exposure,3,2,3,6,6,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,How many legs does the purple monster have,How many legs does the purple monster have?,(legs p),(legs c),NA,1.584962500721156,1.584962500721156,0,0,0,0.7946264743804932,9,NA,NA,NA,NA,NA
35,2,Adults,Adults,NA,NA,NA,legs,bad,exposure,3,2,3,6,6,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,How many monsters have a circle head,How many monsters have a circle head?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1.5,2,1,0,0,0.6518522500991821,3,0,0.6032723188400269,11,overcomplex_legs,overcomplex_legs
35,3,Adults,Adults,NA,NA,NA,legs,bad,exposure,3,2,3,6,6,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,How many monsters have a square head,How many monsters have a square head?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1.811278124459133,4.584962500721156,1,0,0,0.6724658012390137,3,1,0.6266854405403137,11,"overcomplex_legs,zero_legs",overcomplex_legs
35,4,Adults,Adults,NA,NA,NA,legs,bad,exposure,3,2,3,6,6,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,Do any monsters have the same shaped head and number of feet?,Do any of the monsters have the same number of legs and the same head shape?,(or (or (and (== (legs b) (legs p)) (== (shape b) (shape p))) (and (== (legs r) (legs p)) (== (shape r) (shape p)))) (and (== (legs b) (legs r)) (== (shape b) (shape r)))),(or (or (and (== (legs c) (legs c)) (== (shape c) (shape c))) (and (== (legs c) (legs c)) (== (shape c) (shape c)))) (and (== (legs c) (legs c)) (== (shape c) (shape c)))),rewrite,0.9910760598382228,6.754887502163456,0,0,0,0.7983248233795166,31,0,0.768822193145752,30,"overcomplex_legs,zero_legs,nonbest_legs","overcomplex_legs,zero_legs,nonbest_legs"
36,1,Adults,Adults,NA,NA,NA,legs,good,exposure,3,2,3,3,3,best_legs,best,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,How many legs in total do monsters with square heads have?,How many legs do all the square-headed monsters have combined together?,(++ (map (lambda x0 (legs x0)) (shapeObjects Square))),(++ (map (lambda x0 (legs x0)) (shapeObjects s))),NA,2.5464396688346875,6.754887502163456,0,0,0,0.9176260232925415,4,NA,NA,NA,NA,NA
36,2,Adults,Adults,NA,NA,NA,legs,good,exposure,3,2,3,3,3,overcomplex_legs,overcomplex,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,How many legs does the purple monster have?,How many legs does the purple monster have?,(legs p),(legs c),NA,1.584962500721156,1.584962500721156,0,0,0,0.7946264743804932,9,0,0.753035306930542,7,best_legs,best_legs
36,3,Adults,Adults,NA,NA,NA,legs,good,exposure,3,2,3,3,3,nonbest_legs,nonbest,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,How many legs in total do square head monsters have?,How many legs do all the square-headed monsters have combined together?,(++ (map (lambda x0 (legs x0)) (shapeObjects Square))),(++ (map (lambda x0 (legs x0)) (shapeObjects s))),NA,2.836038815261278,4.584962500721156,0,0,0,0.9176260232925415,4,1,0.753035306930542,7,"best_legs,overcomplex_legs",overcomplex_legs
36,4,Adults,Adults,NA,NA,NA,legs,good,exposure,3,2,3,3,3,zero_legs,zero,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,How many monsters have circle heads?,How many monsters have a circle head?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),NA,1.5,2,1,0,0,0.6518522500991821,3,0,0.6908442974090576,7,"best_legs,overcomplex_legs,nonbest_legs","best_legs,overcomplex_legs,nonbest_legs"
38,1,Adults,Adults,NA,NA,NA,heads,bad,exposure,3,2,3,2,2,overcomplex_heads,overcomplex,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Does the red monster have a circle head?,Does the red monster have a circle head?,(== (shape r) Circle),(== (shape c) s),NA,1,1,0,0,0,0.674372673034668,9,NA,NA,NA,NA,NA
38,2,Adults,Adults,NA,NA,NA,heads,bad,exposure,3,2,3,2,2,zero_heads,zero,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,How many monsters have two legs?,How many monsters have two legs?,(++ (map (lambda x0 (== (legs x0) 2)) (set b r p))),(++ (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,1.3921472236645345,3.169925001442312,0,0,0,0.7383034825325012,2,0,0.5369467735290527,11,overcomplex_heads,overcomplex_heads
38,3,Adults,Adults,NA,NA,NA,heads,bad,exposure,3,2,3,2,2,best_heads,best,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Are there any monsters with three legs?,Do any of the monsters have three legs?,(any (map (lambda x0 (== (legs x0) 3)) (set b r p))),(any (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,0.9910760598382222,6.1699250014423175,0,0,0,0.6673029661178589,3,0,0.9003284573554993,1,"overcomplex_heads,zero_heads","overcomplex_heads,zero_heads"
38,4,Adults,Adults,NA,NA,NA,heads,bad,exposure,3,2,3,2,2,nonbest_heads,nonbest,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,How many monsters have one leg?,How many monsters have one leg?,(++ (map (lambda x0 (== (legs x0) 1)) (set b r p))),(++ (map (lambda x0 (== (legs x0) n)) (set b r p))),NA,1.6982458350160314,5.75488750216347,0,0,0,0.6963624954223633,2,1,0.8711543083190918,1,"overcomplex_heads,zero_heads,best_heads","overcomplex_heads,best_heads"
